AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
72.58,8.49,74.72,129.16,62.92,23.85,51.45,52.33,52.97,41.74,28.54,57.98,48.25,63.31,164.18,43.065,105.07,140.32,59.18,22.13,141.8,3231.16,92.63,48.95,47.55,10.62,214.37,53.64,145.89,160.64,44.07,38.77,74.77,198.8,8.12,125.17,78.1,28.94,66.57,99.08,75.3,55.95,45.26,37.53,101.41,61.7,133.09,26.42,101.13,67.39,42.47,48.0996,56.33,23.48,189.61,84.74,59.62,195.71,65.79,182.51
73.34,8.53,76.02,130.21,63.32,24.12,51.41,52.76,53.1,42.03,28.54,57.88,48.56,64.17,165.9,43.24,105.41,139.97,59.7,22.16,141.85,3247.5,94.19,49.43,47.82,11.05,216.24,53.96,147.54,161.58,43.3,39.07,75.06,200.23,8.19,126.06,78.26,29.06,67.27,100.01,75.69,55.85,45.55,37.59,102.65,61.08,133.67,26.32,101.87,67.48,42.46,48.2909,55.8,23.29,189.69,85.12,59.37,195.44,66.14,182.33
74.02,8.53,77.4,131.48,63.9,24.39,51.49,53.41,53.82,41.97,28.62,57.63,48.85,63.68,166.22,43.94,105.35,139.95,59.24,22.35,141.87,3294.17,94.36,49.7,47.92,11.24,215.94,54.2,148.64,163.05,43.46,39.34,75.79,201.62,8.23,127.05,78.72,29.17,67.87,100.51,75.96,56.28,45.75,38.0,103.29,61.73,134.23,26.41,103.48,68.01,42.73,48.6371,56.41,23.38,191.72,85.6,59.54,195.56,66.64,183.74
72.69,8.36,77.49,130.68,64.28,23.92,51.8,53.3,53.2,41.68,28.61,56.75,48.87,63.5,165.46,43.22,104.91,140.61,59.34,22.05,141.4,3285.6,94.49,50.06,47.71,11.05,215.23,54.28,147.14,163.42,43.87,39.32,74.81,201.86,8.05,127.37,78.79,29.22,68.15,100.78,74.81,55.95,45.54,37.69,103.32,61.83,134.04,26.58,104.63,68.12,42.2,47.1978,56.35,23.57,192.47,85.25,59.29,196.8,65.62,184.01
72.65,8.36,78.03,132.51,64.5,23.94,52.17,53.2,53.15,41.76,28.6,57.13,48.8,63.77,166.55,43.205,104.43,140.72,59.59,22.08,141.95,3285.27,95.49,50.29,47.9,10.85,214.65,54.5,146.77,164.5,43.87,39.7,75.48,203.86,8.02,128.28,78.29,29.28,68.59,101.0,74.65,55.69,45.58,37.89,104.07,62.53,134.0,26.83,103.16,68.72,42.46,47.1522,56.01,23.58,193.73,85.62,59.59,197.86,65.37,185.74
72.05,8.59,78.07,130.49,63.33,23.83,53.82,51.77,51.8,41.54,28.34,56.04,48.29,63.77,167.18,43.735,105.41,142.21,58.48,22.1,138.55,3251.16,95.01,50.68,48.5,11.97,210.82,54.71,148.56,165.21,43.23,39.36,77.16,203.77,7.9,128.2,78.89,29.1,68.52,100.51,76.02,54.19,45.63,37.96,102.46,62.0,133.95,26.83,98.39,68.39,42.8,47.6897,54.64,23.89,191.95,85.69,59.48,198.08,64.57,183.07
70.2,8.5,78.31,129.44,62.72,23.14,54.29,50.75,51.02,40.99,27.85,55.47,47.64,63.17,167.08,45.1,105.38,139.43,57.85,22.71,137.12,3295.0,94.8,50.72,48.71,13.34,211.29,55.04,150.07,163.66,43.29,39.54,79.8,203.25,7.62,127.5,74.46,28.86,68.05,100.07,75.86,53.2,46.0,37.6,102.06,62.34,133.58,26.38,95.92,68.33,45.39,48.0905,54.16,23.93,191.42,84.97,61.71,197.02,63.54,182.66
70.25,8.52,79.31,129.59,63.09,23.2,54.3,51.37,51.46,40.68,28.56,56.95,47.63,63.38,168.05,44.49,105.99,139.75,58.74,21.9,136.93,3305.0,94.57,50.89,48.79,13.05,212.25,55.29,148.62,163.59,42.91,39.53,78.77,201.59,7.7,126.59,74.52,28.89,67.98,100.29,74.53,53.12,45.99,37.98,101.92,62.17,133.77,26.59,98.11,68.5,45.0,48.3547,53.75,23.89,192.5,85.33,62.06,196.99,64.05,184.78
70.35,8.7,79.17,130.42,63.41,23.37,54.48,51.25,51.45,40.44,28.5,56.48,47.65,63.72,168.24,44.8,105.14,139.8,58.11,22.04,136.13,3348.61,94.29,50.86,49.06,12.68,212.68,55.64,147.04,163.63,42.53,39.47,78.6,201.9,7.64,126.78,74.88,29.14,67.62,100.67,75.06,53.63,45.96,38.12,102.14,62.51,134.63,26.68,99.58,68.48,45.16,48.6553,53.95,23.95,192.27,86.08,62.2,195.7,63.65,182.99
70.05,8.89,80.02,131.7,64.19,23.63,54.62,51.85,52.0,41.28,28.57,57.04,48.5,64.06,167.25,43.72,105.37,142.57,57.86,21.75,139.49,3437.14,95.72,51.54,49.68,12.93,215.17,56.07,146.0,164.07,42.07,39.6,76.78,204.61,7.59,127.6,76.52,29.25,67.74,101.59,74.39,55.12,45.87,38.42,104.37,63.03,135.3,26.85,103.76,68.72,44.13,48.874,53.65,24.21,195.04,86.89,61.75,196.26,63.92,183.3
69.1,8.81,79.62,129.85,63.62,23.33,54.4,51.88,52.44,40.68,28.22,59.93,47.5,63.74,165.71,43.63,105.15,142.09,57.24,21.65,140.07,3452.35,96.43,51.33,49.18,12.56,215.57,55.9,143.22,165.39,42.12,39.04,77.92,202.3,7.51,126.58,75.34,28.86,67.77,100.77,71.36,54.75,45.37,38.25,104.35,63.22,135.49,26.68,107.29,68.24,43.81,48.2909,52.3,24.26,193.55,83.07,61.8,197.35,63.86,184.31
69.63,8.83,80.36,127.75,63.6,23.3,54.72,52.58,53.15,41.3,28.28,60.42,46.94,63.07,166.4,43.175,105.58,144.04,56.96,21.59,141.79,3477.6,97.14,51.49,49.35,12.54,215.04,55.88,141.91,166.99,42.08,38.95,77.45,205.01,7.52,127.59,75.98,28.93,68.32,101.09,71.3,55.62,45.87,38.39,105.22,63.51,135.1,27.15,108.46,68.48,43.39,48.3365,51.8,24.48,193.62,81.9,60.19,198.92,64.57,187.8
69.17,8.57,79.79,126.84,62.7,22.98,54.5,51.75,52.55,40.47,28.33,62.51,46.56,61.99,166.76,43.56,102.98,144.2,57.29,21.28,142.98,3498.0,97.23,51.09,49.1,12.74,214.88,54.95,141.87,169.45,42.27,38.95,78.28,205.04,7.54,129.82,76.17,28.77,68.68,100.82,70.84,56.5,45.99,37.67,104.76,63.4,133.32,26.89,108.9,68.31,43.74,48.045,51.7,24.24,193.1,80.8,61.02,198.41,63.98,187.88
70.48,8.56,78.02,126.43,62.91,23.64,54.82,52.14,52.51,40.37,28.16,66.96,48.06,61.75,169.22,43.715,103.81,143.65,57.87,20.9,143.27,3570.0,97.0,51.11,49.36,13.15,217.82,55.04,147.01,169.23,42.13,38.66,77.96,204.93,7.88,129.41,74.41,28.61,68.16,99.73,68.69,55.72,46.2,37.52,105.14,63.45,132.2,27.01,109.13,68.35,43.95,48.1998,51.03,24.3,194.93,80.49,62.32,199.61,65.0,189.34
70.04,8.64,78.17,127.25,62.94,23.63,55.47,52.29,52.56,40.96,28.48,68.51,48.54,61.71,168.61,44.25,104.01,144.58,56.89,21.12,142.16,3615.83,98.06,51.35,49.44,13.4,216.15,55.44,147.47,170.39,41.9,38.94,78.52,203.55,7.81,131.37,73.35,28.82,68.63,100.11,67.53,54.94,46.21,37.34,104.1,64.04,132.45,27.44,109.18,68.34,43.9,48.6098,51.07,24.63,196.73,81.48,62.34,199.38,64.73,189.24
67.81,8.51,78.81,127.45,62.65,21.55,55.92,52.05,52.55,41.17,28.03,66.09,48.15,62.0,168.82,42.88,104.44,145.36,56.64,20.64,143.09,3609.01,99.04,51.0,49.47,13.57,218.1,55.33,147.73,171.85,42.25,39.03,77.77,203.26,7.61,132.8,74.16,28.68,68.95,99.64,66.74,54.42,45.88,37.64,102.33,64.21,133.0,27.44,109.79,68.42,43.17,48.5551,51.01,24.77,199.13,80.5,58.35,198.21,64.54,190.69
66.19,8.21,78.91,125.89,61.98,21.02,55.85,51.16,52.0,40.58,27.71,64.73,46.41,61.7,165.87,42.51,102.67,145.71,55.99,20.13,142.65,3555.39,99.2,49.8,48.77,12.66,213.04,54.54,145.12,168.4,42.69,38.38,74.62,201.59,7.35,131.68,72.88,28.39,68.51,98.1,66.11,53.93,45.43,37.17,102.44,63.45,131.72,28.0,108.5,67.59,42.56,47.8628,49.89,24.57,199.75,79.88,58.0,198.24,62.2,188.03
66.32,8.03,81.3,126.42,61.31,20.95,56.02,51.61,52.32,40.98,28.15,64.52,46.38,61.0,168.34,42.255,104.22,144.66,56.63,20.11,144.55,3624.0,99.91,49.26,48.29,12.46,218.45,53.83,145.29,172.3,43.31,38.18,74.92,204.03,7.32,135.0,72.81,28.34,69.15,100.06,67.46,55.19,45.34,37.73,103.57,63.49,132.41,28.36,104.61,68.07,42.41,47.6533,50.32,24.64,203.14,80.2,57.51,201.84,62.56,193.0
66.29,8.0,81.7,128.75,62.02,20.98,56.01,52.5,53.52,41.65,27.92,63.05,47.15,61.69,169.44,42.275,105.45,146.24,56.95,20.06,145.84,3660.57,99.21,49.38,48.34,12.55,220.01,54.38,144.59,171.25,43.1,38.96,74.9,207.15,7.26,133.96,73.19,28.47,69.76,100.18,69.11,55.26,45.35,38.26,103.27,63.97,133.81,28.29,107.38,68.48,42.3,47.4437,51.69,24.62,203.07,81.17,57.31,204.4,62.06,193.39
66.56,8.0,81.11,129.38,61.8,21.03,55.18,52.46,54.21,41.3,27.24,62.28,47.76,61.34,168.2,42.06,105.32,145.71,57.16,20.21,146.1,3621.4,99.37,48.85,48.28,12.1,221.22,54.14,144.93,171.44,43.66,38.88,74.39,206.89,7.32,133.3,75.08,28.86,69.53,100.13,68.83,56.2,45.53,39.08,101.81,63.78,133.41,28.47,108.26,68.6,42.73,47.5895,51.43,24.53,201.14,81.74,56.4,205.71,62.18,191.96
67.99,7.99,81.45,128.7,61.15,21.57,55.45,52.88,54.2,41.65,27.54,63.75,47.87,60.99,169.65,42.23,105.09,147.59,57.71,20.41,146.44,3658.68,101.66,48.15,48.27,12.62,220.32,53.6,148.08,171.09,43.38,38.92,74.24,208.0,7.49,134.62,75.43,28.98,70.4,101.03,69.34,55.91,45.82,39.11,102.43,64.24,133.74,28.69,109.3,68.49,42.47,47.8537,52.59,24.73,202.18,81.57,57.61,206.51,63.66,193.7
66.22,7.9,81.36,130.04,61.67,21.02,55.04,53.52,54.42,41.47,27.45,64.17,46.74,61.47,166.39,42.665,105.44,147.28,57.71,20.89,146.25,3657.15,100.14,48.26,48.03,12.43,220.93,53.36,145.52,172.49,43.55,39.27,75.23,208.25,7.33,134.39,74.42,29.24,70.88,102.26,69.19,56.68,46.26,39.5,103.0,64.04,132.59,28.37,109.25,69.17,43.05,47.3617,54.0,24.5,202.49,82.21,58.5,205.35,62.22,192.95
67.08,8.21,80.59,130.29,61.86,21.03,54.58,54.27,55.12,42.61,26.95,61.97,46.68,61.87,166.67,43.405,106.14,147.89,58.15,21.37,147.13,3661.86,99.99,48.94,48.0,12.46,223.72,53.64,147.22,173.33,43.91,39.71,76.49,208.29,7.48,134.17,74.6,29.53,70.96,102.29,68.08,58.1,46.5,39.41,103.45,63.63,132.34,28.43,108.49,69.11,43.52,47.7444,54.58,24.45,200.66,82.52,59.28,206.68,63.04,193.33
66.39,8.09,79.65,130.19,62.38,20.89,54.79,54.58,54.6,42.0,26.79,62.34,47.12,61.54,166.65,43.25,105.65,148.0,58.93,21.78,146.82,3694.98,99.26,48.84,48.26,12.7,224.73,53.4,145.49,171.22,44.86,39.8,77.12,208.93,7.46,133.55,74.93,29.39,71.19,102.21,68.37,58.47,46.64,39.69,103.39,63.79,132.99,28.3,109.68,69.11,44.02,48.2272,54.07,24.35,200.87,82.23,58.97,207.51,62.86,196.06
66.95,8.13,80.02,129.05,62.73,21.06,55.15,55.04,55.04,42.65,27.22,63.16,47.5,62.0,166.48,42.83,106.22,147.92,58.77,21.6,148.23,3760.01,99.57,49.0,48.17,12.71,228.69,53.86,146.92,173.48,44.97,40.27,76.68,209.75,7.47,134.63,75.88,29.33,71.2,103.36,68.64,59.22,46.61,39.46,105.59,63.97,132.84,28.51,112.03,69.36,43.95,48.3638,54.37,24.48,200.56,82.79,58.58,209.07,64.01,198.02
66.35,8.12,80.28,128.45,62.89,21.01,54.64,55.03,54.88,42.87,26.93,64.25,46.85,61.6,167.53,43.555,106.37,144.07,58.23,22.03,149.35,3750.0,99.96,48.8,48.14,12.8,228.61,54.01,144.81,172.92,45.4,40.39,78.86,210.15,7.39,134.71,76.37,29.78,70.1,103.38,68.76,58.99,46.68,39.52,105.47,63.48,133.09,27.94,110.48,69.51,44.97,48.6098,54.46,24.27,201.97,82.79,58.08,209.83,63.52,199.14
66.08,7.97,78.78,126.64,62.87,21.0,54.25,54.06,53.36,42.05,26.92,64.19,46.67,60.76,166.78,43.02,108.19,142.9,57.54,21.78,150.56,3715.86,98.67,47.51,47.78,12.2,225.02,53.94,145.46,171.3,44.4,39.9,77.55,210.25,7.41,134.35,76.41,29.72,70.59,100.82,67.04,58.63,46.31,39.19,104.95,62.8,131.21,27.72,107.61,69.69,44.52,48.3183,53.81,24.08,199.61,81.67,58.13,208.71,63.02,197.51
67.76,8.12,80.29,126.02,63.43,21.3,54.72,54.01,52.47,42.58,26.78,67.69,48.12,61.05,169.95,42.24,111.37,144.42,57.7,21.6,154.16,3746.86,100.22,48.17,47.95,12.61,228.5,54.17,148.29,173.18,45.38,40.14,76.61,211.18,7.69,135.87,77.03,29.3,71.11,103.29,69.59,59.1,46.15,39.12,106.31,63.22,131.49,28.57,105.0,69.56,43.89,48.546,54.04,24.25,203.0,81.06,57.88,212.0,64.34,200.61
65.44,8.04,80.06,125.8,63.11,20.75,53.23,54.21,52.68,42.16,26.51,65.94,47.43,61.07,171.2,40.81,112.09,146.32,57.25,21.33,156.02,3790.01,100.31,48.42,47.51,12.4,229.33,53.87,144.33,173.74,45.33,40.24,75.93,210.72,7.4,136.06,76.7,29.44,70.55,102.7,68.64,57.97,45.95,39.05,106.72,63.66,131.22,28.21,111.57,69.49,43.23,47.8992,53.44,23.84,203.19,81.1,56.1,212.69,63.53,201.01
64.29,7.81,78.7,124.87,62.59,20.52,52.82,53.72,52.19,42.03,26.45,65.39,46.68,60.73,171.11,40.6,112.33,142.27,56.14,21.32,151.35,3646.99,99.33,47.67,46.82,12.32,227.03,53.41,142.53,171.42,44.97,39.97,76.4,207.89,7.3,134.68,76.82,29.58,69.72,102.03,67.87,56.57,45.4,38.76,104.87,63.06,130.53,27.64,110.19,69.15,43.09,46.7878,52.11,23.38,202.16,80.12,54.35,212.98,62.94,199.37
64.46,7.88,79.19,124.14,62.97,20.26,53.46,53.5,53.49,42.39,27.3,64.23,47.51,60.52,173.0,41.115,113.67,145.06,57.35,21.38,150.34,3631.63,99.54,48.29,46.74,12.52,221.49,53.52,144.16,170.52,45.32,40.03,77.47,207.76,7.34,134.9,78.8,30.01,70.33,101.9,67.98,55.76,45.3,39.11,102.94,62.87,130.73,28.18,109.64,70.54,43.13,46.7241,52.21,23.48,201.3,80.67,54.96,211.68,63.33,201.51
63.97,7.79,79.24,123.58,62.54,20.13,53.07,53.59,53.48,41.68,27.41,64.65,48.55,60.3,173.89,40.625,114.92,140.94,57.37,21.44,150.5,3659.99,98.83,47.5,46.35,12.1,221.32,52.98,145.26,171.16,45.62,40.15,76.93,208.96,7.24,134.76,78.83,30.0,70.0,101.86,66.91,55.07,45.39,39.17,103.45,62.52,130.65,28.18,114.69,70.74,43.25,46.305,51.75,23.51,200.99,79.78,56.0,211.38,62.82,202.61
63.47,7.71,80.09,123.65,61.71,19.95,51.08,53.8,54.53,41.4,27.77,60.21,48.97,60.08,172.53,40.765,115.01,143.06,56.4,21.94,154.0,3675.33,100.18,46.67,46.2,12.22,223.18,52.41,146.07,170.39,45.68,39.94,79.27,208.77,7.17,134.0,78.9,30.25,69.48,101.79,66.0,55.3,45.42,38.71,103.91,61.66,130.2,27.95,118.23,71.03,43.39,45.9224,51.05,22.96,209.62,79.49,56.56,209.97,61.76,202.4
62.71,7.78,81.13,124.66,63.26,19.72,50.52,54.31,54.9,41.87,28.36,59.36,49.55,60.7,173.01,40.93,114.81,141.02,56.56,21.84,153.93,3732.08,100.7,46.75,46.09,12.06,224.16,52.56,146.47,170.59,46.06,40.06,78.5,208.84,6.95,134.0,73.58,30.41,69.26,102.39,66.08,56.37,45.18,38.49,103.64,61.38,131.01,27.38,122.11,71.47,43.22,45.9862,49.81,23.68,213.34,79.88,55.69,210.95,61.22,203.38
63.09,7.89,80.54,126.19,63.7,19.79,51.11,54.6,55.09,42.5,28.88,58.72,49.74,61.28,172.66,41.035,113.5,142.49,57.09,22.28,152.55,3660.89,100.96,47.14,46.93,12.1,223.34,53.04,146.98,170.51,46.6,39.9,80.49,209.89,7.0,133.8,74.84,30.46,69.26,102.6,67.3,54.88,45.6,38.46,105.38,61.14,131.48,28.05,120.12,71.07,43.55,46.9245,50.67,23.71,207.94,79.89,56.0,207.64,61.22,201.27
61.03,7.71,80.64,122.94,62.84,19.18,50.33,53.15,53.11,40.27,28.38,56.83,48.37,60.1,170.25,40.3,112.54,138.76,56.88,22.01,151.37,3602.75,100.14,46.34,46.37,11.63,220.95,52.23,144.65,167.58,45.64,39.41,79.51,208.43,6.69,133.17,73.13,30.13,68.44,101.24,66.23,53.0,45.04,37.73,101.46,60.1,128.54,27.82,104.85,70.3,42.86,46.4234,50.22,23.19,206.91,78.6,54.51,212.55,58.74,196.87
61.34,7.96,84.29,125.36,63.38,19.0,50.18,54.44,53.71,41.55,25.57,55.0,49.28,60.83,174.53,40.7,114.76,140.88,57.56,21.97,153.8,3719.4,102.83,46.8,45.14,11.71,223.97,52.62,144.15,171.34,46.52,40.16,79.88,223.46,6.76,135.94,73.33,30.67,70.02,102.31,66.16,54.56,45.34,37.98,103.67,61.0,131.05,27.81,109.17,71.23,42.7,46.3141,51.02,23.4,212.56,79.47,53.99,222.18,58.55,203.37
62.82,8.1,83.27,127.33,63.62,19.66,50.24,55.43,54.55,42.95,26.06,57.0,50.16,61.55,174.92,42.375,115.42,140.5,58.94,23.51,155.85,3707.78,102.76,48.4,45.81,11.92,225.64,52.67,148.56,172.25,46.76,40.4,81.3,227.9,6.91,136.77,74.93,33.35,70.6,103.15,67.89,54.6,45.7,38.12,102.38,61.27,131.94,28.27,113.03,72.03,44.58,47.3709,51.53,23.7,214.14,80.49,56.43,222.8,59.71,206.44
64.46,8.12,82.0,127.03,63.86,19.74,50.83,55.08,54.47,42.87,25.66,56.86,50.35,61.93,175.06,42.58,115.19,140.01,58.38,23.5,154.8,3710.83,103.34,48.38,46.46,12.12,222.99,52.95,147.12,173.65,46.56,40.58,80.75,228.67,6.83,137.76,74.11,33.3,71.02,103.71,68.92,53.93,45.91,38.32,104.11,61.55,131.94,28.22,109.62,72.77,44.58,48.5733,52.22,23.94,216.26,80.87,57.23,226.39,59.91,207.95
65.76,8.0,85.07,127.92,64.13,19.93,51.7,55.15,54.65,43.09,26.05,56.05,50.28,62.82,173.12,42.715,114.79,139.56,58.63,23.24,152.88,3722.93,104.42,48.09,46.56,11.61,222.4,53.61,146.09,175.99,45.78,40.71,79.84,227.58,6.86,139.02,73.43,32.99,71.23,104.48,68.42,53.01,45.5,38.67,103.22,61.54,132.55,28.05,106.3,73.43,44.12,48.9104,51.26,24.2,213.34,80.66,57.0,226.16,59.78,208.26
65.85,7.96,84.66,127.35,63.9,19.92,51.2,54.79,53.96,42.98,25.94,56.38,50.3,62.55,174.27,43.95,115.33,140.61,58.42,23.63,150.35,3640.0,104.15,48.19,46.98,11.91,221.04,53.79,144.86,175.35,47.49,40.65,82.29,226.23,6.71,138.11,73.45,32.41,71.22,103.89,68.12,51.36,46.23,39.11,102.26,61.33,131.91,28.15,102.08,72.53,45.35,49.0288,51.44,24.2,211.9,80.32,59.43,225.93,55.0,207.34
64.93,7.9,86.19,127.8,63.89,19.42,50.73,56.18,55.43,41.48,26.08,55.35,50.44,63.08,177.22,44.685,116.35,141.4,68.02,23.74,153.94,3707.5,104.96,48.18,47.07,12.51,224.31,53.81,143.44,179.26,47.89,41.06,83.06,230.95,6.64,142.92,73.63,32.72,72.96,104.94,72.99,52.29,46.43,39.61,101.6,61.77,132.3,28.36,101.18,73.83,45.22,48.9924,52.11,24.35,213.15,80.93,59.54,229.87,53.39,210.47
67.0,8.06,86.27,128.14,64.26,19.8,50.76,55.63,55.72,41.31,25.84,54.27,50.23,63.38,177.69,44.095,116.83,141.91,68.94,23.78,156.95,3750.0,105.69,48.56,47.0,12.42,222.47,53.17,145.43,180.61,47.89,41.15,83.24,234.55,6.73,144.6,73.37,32.81,73.69,104.67,71.91,52.24,46.86,39.9,102.81,61.86,133.22,28.08,102.93,74.43,45.79,48.9195,53.5,24.32,213.84,81.62,59.31,229.79,53.82,212.46
66.02,7.77,86.1,126.83,63.87,19.79,50.32,55.46,55.07,39.36,25.07,55.27,48.6,62.81,177.79,44.49,116.91,139.38,68.97,23.93,156.06,3754.12,105.23,46.9,46.46,12.27,222.33,52.13,144.24,181.51,47.18,40.87,84.57,227.1,6.64,145.74,72.01,32.74,73.25,104.54,72.35,51.96,46.8,39.02,103.17,60.85,132.32,28.14,104.78,74.0,45.68,48.3638,52.41,23.84,214.83,80.73,59.6,229.62,52.92,211.77
65.23,8.0,85.97,122.31,65.9,19.64,50.49,55.46,55.81,38.56,25.3,56.34,48.55,62.89,177.66,44.74,116.56,138.71,69.13,23.74,156.97,3757.05,106.47,46.97,46.65,12.41,221.57,52.39,142.16,181.11,47.0,40.9,85.32,228.95,6.57,146.43,74.06,32.62,74.08,103.67,71.95,52.97,47.2,38.94,102.16,60.94,131.22,28.07,103.67,72.93,45.5,48.5825,51.86,23.97,213.19,80.72,60.01,227.78,53.45,212.13
65.17,7.85,84.55,121.57,65.08,19.4,50.42,54.85,55.52,37.54,25.05,55.31,47.97,62.83,176.14,44.955,115.29,139.64,69.9,23.42,155.72,3773.07,107.23,47.04,46.67,12.47,223.41,52.44,142.5,178.5,47.44,40.39,84.3,227.76,6.5,147.3,74.48,32.24,73.92,106.07,71.67,52.47,47.16,38.85,103.8,60.31,130.93,28.11,101.5,73.08,45.96,48.6371,50.86,23.64,212.81,80.61,60.8,226.94,53.98,212.8
65.23,7.91,84.17,122.84,65.81,19.79,50.4,55.31,55.92,38.66,25.34,54.94,47.61,64.22,175.97,47.27,115.23,138.1,69.18,23.65,155.82,3778.39,104.98,47.6,46.65,12.85,223.34,52.33,142.09,177.76,47.26,40.45,84.92,225.68,6.64,144.64,74.78,32.21,73.48,105.93,70.84,52.19,47.23,39.21,105.38,60.06,131.8,27.61,103.69,72.08,46.63,48.9013,52.06,23.63,214.24,81.49,61.42,225.82,55.93,215.42
67.28,7.97,84.02,123.07,65.98,20.27,50.15,56.38,56.28,39.31,25.61,56.98,48.17,65.77,176.69,48.85,116.98,138.1,69.73,24.0,157.36,3853.01,104.26,47.9,47.19,12.9,224.99,52.28,145.11,179.03,46.93,40.64,86.17,227.52,6.88,145.13,73.25,32.38,73.45,106.71,70.84,53.24,47.49,39.18,105.35,60.39,131.94,27.18,103.87,72.51,47.4,49.1199,53.17,23.85,215.9,81.31,62.33,224.35,56.93,218.93
70.52,7.9,83.55,124.03,66.66,20.98,49.19,56.37,56.13,38.95,25.78,56.06,48.24,65.82,175.97,47.87,117.07,136.54,68.76,23.7,157.52,3792.43,102.66,48.07,47.14,13.66,226.37,52.95,148.54,176.12,46.85,40.53,84.81,225.44,7.27,142.66,73.55,32.55,72.51,107.68,69.16,53.66,47.0,39.19,105.96,60.26,131.91,26.48,102.77,72.29,46.5,49.1928,53.51,23.52,215.2,80.23,62.8,225.4,58.05,221.87
71.74,7.93,83.65,124.28,67.24,21.13,48.79,56.52,56.08,38.93,25.86,55.56,47.77,66.27,176.19,48.48,117.37,137.22,69.53,23.85,155.93,3702.99,102.77,48.21,47.29,13.91,221.14,53.05,153.01,175.82,46.44,40.69,86.06,226.04,7.07,142.14,73.51,32.67,72.66,107.74,69.24,51.53,47.14,39.13,107.57,59.55,133.12,26.61,99.87,72.97,46.93,49.4479,52.61,23.34,213.32,80.51,63.37,227.63,58.08,221.95
72.58,8.09,83.57,125.01,67.16,21.26,49.13,57.02,56.24,38.98,26.54,56.29,48.07,66.33,171.58,48.555,118.21,135.83,71.18,24.16,155.75,3683.88,104.89,48.32,47.37,13.46,221.24,53.3,148.03,176.5,46.4,40.68,86.28,225.44,7.22,144.5,73.32,32.38,73.07,107.95,70.91,50.83,47.5,39.27,109.82,59.69,132.82,26.67,100.07,73.33,47.2,49.3203,53.45,23.65,212.75,81.67,63.06,227.15,59.29,222.26
73.08,8.23,85.02,126.32,67.49,21.41,49.39,57.19,56.83,40.66,26.4,59.32,49.21,66.56,173.65,48.525,121.07,135.99,72.85,24.14,159.18,3848.49,102.9,48.82,48.05,12.95,224.99,54.18,151.09,181.66,46.3,41.32,86.76,225.93,7.29,149.66,73.65,32.25,74.31,107.92,72.33,51.99,47.85,40.25,108.48,59.72,133.81,26.92,101.4,74.21,46.82,49.3841,55.4,23.77,210.86,81.78,62.4,226.22,59.55,226.33
73.56,8.64,82.56,126.91,67.64,21.29,49.31,56.74,56.24,41.02,26.61,55.64,49.53,66.92,173.69,48.36,121.08,136.34,72.96,23.84,157.96,3793.84,102.69,48.8,48.36,13.3,225.55,54.06,155.22,181.94,45.99,41.37,86.65,226.44,7.25,148.66,73.55,32.04,74.0,108.82,71.37,51.84,47.85,39.34,107.54,59.62,133.98,26.89,102.87,74.21,46.51,49.4479,55.78,23.36,211.56,81.38,61.11,225.14,60.34,225.19
75.02,8.66,82.53,127.33,67.33,21.41,49.13,56.5,56.72,40.63,26.4,55.04,49.31,66.85,173.44,48.63,120.83,135.33,73.57,24.01,158.01,3794.99,103.66,48.87,48.57,13.07,222.6,54.0,153.35,181.69,45.68,41.64,88.35,228.87,7.53,149.46,72.97,32.1,74.08,109.83,71.78,52.12,48.14,39.12,108.31,59.69,134.87,26.9,101.08,74.04,46.86,49.9034,55.99,23.3,213.43,81.56,59.88,226.2,60.61,223.89
74.65,8.44,83.48,127.57,67.41,21.11,48.81,56.92,56.81,40.24,26.44,56.6,48.47,66.9,175.27,48.625,122.2,135.84,73.79,24.19,159.16,3777.1,104.93,48.81,48.69,13.21,225.14,53.61,152.89,183.02,45.74,41.29,89.24,229.37,7.4,149.69,72.35,32.25,74.48,110.17,71.47,51.72,48.14,39.02,110.46,58.93,135.72,26.52,103.02,73.97,47.24,50.0127,56.98,23.13,213.72,81.53,60.17,227.71,60.23,224.57
